model_name,model_type,in_tokens,out_tokens,in_tks_price,out_tks_price,price,epoch,source,qtype,qid,score,error
zai-org/GLM-5.1,LM,1536,1720,0.77164284,2.31492852,0.00516692045664,1,../outputs/tools/text,text,104,1,False
zai-org/GLM-5.1,LM,752,1696,0.77164284,2.31492852,0.0045063941856,1,../outputs/tools/text,text,105,1,False
zai-org/GLM-5.1,LM,8450,15174,0.77164284,2.31492852,0.04164710736048,1,../outputs/tools/text,text,107,0,False
zai-org/GLM-5.1,LM,13148,14168,0.77164284,2.31492852,0.04294346733168,1,../outputs/tools/text,text,108,0,False
zai-org/GLM-5.1,LM,5933,11259,0.77164284,2.31492852,0.0306419371764,1,../outputs/tools/text,text,111,1,False
zai-org/GLM-5.1,LM,1455,5998,0.77164284,2.31492852,0.01500768159516,1,../outputs/tools/text,text,116,0,False
zai-org/GLM-5.1,LM,7442,2666,0.77164284,2.31492852,0.0119141654496,1,../outputs/tools/text,text,118,1,False
zai-org/GLM-5.1,LM,953,356,0.77164284,2.31492852,0.0015594901796399999,1,../outputs/tools/text,text,119,1,False
zai-org/GLM-5.1,LM,797,446,0.77164284,2.31492852,0.0016474574634,1,../outputs/tools/text,text,121,1,False
zai-org/GLM-5.1,LM,327,288,0.77164284,2.31492852,0.00091902662244,1,../outputs/tools/text,text,125,1,False
zai-org/GLM-5.1,LM,809,1059,0.77164284,2.31492852,0.00307576836024,1,../outputs/tools/text,text,126,1,False
zai-org/GLM-5.1,LM,360,601,0.77164284,2.31492852,0.0016690634629200002,1,../outputs/tools/text,text,132,0,False
zai-org/GLM-5.1,LM,420,417,0.77164284,2.31492852,0.0012894151856399998,1,../outputs/tools/text,text,135,1,False
zai-org/GLM-5.1,LM,342,264,0.77164284,2.31492852,0.00087504298056,1,../outputs/tools/text,text,136,0,False
zai-org/GLM-5.1,LM,334,267,0.77164284,2.31492852,0.0008758146234000001,1,../outputs/tools/text,text,140,1,False
zai-org/GLM-5.1,LM,367,681,0.77164284,2.31492852,0.0018596592444,1,../outputs/tools/text,text,144,1,False
zai-org/GLM-5.1,LM,327,158,0.77164284,2.31492852,0.00061808591484,1,../outputs/tools/text,text,149,1,False
zai-org/GLM-5.1,LM,335,554,0.77164284,2.31492852,0.00154097075148,1,../outputs/tools/text,text,151,1,False
zai-org/GLM-5.1,LM,355,295,0.77164284,2.31492852,0.0009568371216,1,../outputs/tools/text,text,152,1,False
zai-org/GLM-5.1,LM,3172,11896,0.77164284,2.31492852,0.0299860407624,1,../outputs/tools/text,text,158,1,False
zai-org/GLM-5.1,LM,707,64,0.77164284,2.31492852,0.0006937069131600001,1,../outputs/tools/text,text,161,0,False
zai-org/GLM-5.1,LM,939,1105,0.77164284,2.31492852,0.00328256864136,1,../outputs/tools/text,text,165,1,False
zai-org/GLM-5.1,LM,1586,1256,0.77164284,2.31492852,0.004131375765360001,1,../outputs/tools/text,text,166,1,False
zai-org/GLM-5.1,LM,361,835,0.77164284,2.31492852,0.00221152837944,1,../outputs/tools/text,text,168,1,False
zai-org/GLM-5.1,LM,326,450,0.77164284,2.31492852,0.00129327339984,1,../outputs/tools/text,text,170,1,False
zai-org/GLM-5.1,LM,351,305,0.77164284,2.31492852,0.00097689983544,1,../outputs/tools/text,text,171,1,False
zai-org/GLM-5.1,LM,327,510,0.77164284,2.31492852,0.00143294075388,1,../outputs/tools/text,text,172,1,False
zai-org/GLM-5.1,LM,1394,2418,0.77164284,2.31492852,0.00667316728032,1,../outputs/tools/text,text,173,1,False
zai-org/GLM-5.1,LM,330,1067,0.77164284,2.31492852,0.0027246708680400003,1,../outputs/tools/text,text,181,1,False
zai-org/GLM-5.1,LM,491,3381,0.77164284,2.31492852,0.00820564996056,1,../outputs/tools/text,text,182,1,False
zai-org/GLM-5.1,LM,6982,1950,0.77164284,2.31492852,0.00990172092288,1,../outputs/tools/text,text,183,1,False
zai-org/GLM-5.1,LM,8531,7977,0.77164284,2.31492852,0.02504906987208,1,../outputs/tools/text,text,185,0,False
zai-org/GLM-5.1,LM,9093,16455,0.77164284,2.31492852,0.045108697140719994,1,../outputs/tools/text,text,186,0,False
zai-org/GLM-5.1,LM,835,209,0.77164284,2.31492852,0.0011281418320799998,1,../outputs/tools/text,text,193,1,False
zai-org/GLM-5.1,LM,326,199,0.77164284,2.31492852,0.0007122263413200001,1,../outputs/tools/text,text,195,1,False
zai-org/GLM-5.1,LM,347,255,0.77164284,2.31492852,0.00085806683808,1,../outputs/tools/text,text,196,1,False
zai-org/GLM-5.1,LM,347,4566,0.77164284,2.31492852,0.0108377236878,1,../outputs/tools/text,text,198,1,False
zai-org/GLM-5.1,LM,343,2377,0.77164284,2.31492852,0.00576725858616,1,../outputs/tools/text,text,199,0,False
zai-org/GLM-5.1,LM,1090,8629,0.77164284,2.31492852,0.02081660889468,1,../outputs/tools/text,text,200,1,False
zai-org/GLM-5.1,LM,654,422,0.77164284,2.31492852,0.0014815542528,1,../outputs/tools/text,text,201,1,False
zai-org/GLM-5.1,LM,332,126,0.77164284,2.31492852,0.0005478664164,1,../outputs/tools/text,text,206,1,False
zai-org/GLM-5.1,LM,341,392,0.77164284,2.31492852,0.0011705821882800002,1,../outputs/tools/text,text,208,1,False
zai-org/GLM-5.1,LM,4477,2568,0.77164284,2.31492852,0.00939938143404,1,../outputs/tools/text,text,214,0,False
zai-org/GLM-5.1,LM,7411,5577,0.77164284,2.31492852,0.018629001443280002,1,../outputs/tools/text,text,215,0,False
zai-org/GLM-5.1,LM,1027,3119,0.77164284,2.31492852,0.00801273925056,1,../outputs/tools/text,text,216,1,False
zai-org/GLM-5.1,LM,338,339,0.77164284,2.31492852,0.0010455760482,1,../outputs/tools/text,text,217,1,False
zai-org/GLM-5.1,LM,370,573,0.77164284,2.31492852,0.00161196189276,1,../outputs/tools/text,text,220,1,False
zai-org/GLM-5.1,LM,335,683,0.77164284,2.31492852,0.00183959653056,1,../outputs/tools/text,text,222,1,False
zai-org/GLM-5.1,LM,377,9192,0.77164284,2.31492852,0.021569732306520005,1,../outputs/tools/text,text,223,1,False
zai-org/GLM-5.1,LM,327,259,0.77164284,2.31492852,0.00085189369536,1,../outputs/tools/text,text,233,1,False
zai-org/GLM-5.1,LM,361,502,0.77164284,2.31492852,0.00144065718228,1,../outputs/tools/text,text,234,1,False
zai-org/GLM-5.1,LM,321,1557,0.77164284,2.31492852,0.0038520410572800002,1,../outputs/tools/text,text,235,1,False
zai-org/GLM-5.1,LM,360,876,0.77164284,2.31492852,0.00230566880592,1,../outputs/tools/text,text,241,1,False
zai-org/GLM-5.1,LM,1988,1570,0.77164284,2.31492852,0.0051684637423200005,1,../outputs/tools/text,text,242,1,False
zai-org/GLM-5.1,LM,407,898,0.77164284,2.31492852,0.00239286444684,1,../outputs/tools/text,text,245,1,False
zai-org/GLM-5.1,LM,672,83,0.77164284,2.31492852,0.00071068305564,1,../outputs/tools/text,text,247,1,False
zai-org/GLM-5.1,LM,392,4322,0.77164284,2.31492852,0.01030760505672,1,../outputs/tools/text,text,251,1,False
zai-org/GLM-5.1,LM,343,518,0.77164284,2.31492852,0.00146380646748,1,../outputs/tools/text,text,253,1,False
zai-org/GLM-5.1,LM,450,5627,0.77164284,2.31492852,0.013373342060039999,1,../outputs/tools/text,text,257,1,False
zai-org/GLM-5.1,LM,841,1266,0.77164284,2.31492852,0.00357965113476,1,../outputs/tools/text,text,258,0,False
zai-org/GLM-5.1,LM,365,935,0.77164284,2.31492852,0.0024461078028,1,../outputs/tools/text,text,260,1,False
zai-org/GLM-5.1,LM,388,1301,0.77164284,2.31492852,0.00331111942644,1,../outputs/tools/text,text,268,0,False
zai-org/GLM-5.1,LM,954,1060,0.77164284,2.31492852,0.00318997150056,1,../outputs/tools/text,text,274,1,False
zai-org/GLM-5.1,LM,326,189,0.77164284,2.31492852,0.0006890770561200001,1,../outputs/tools/text,text,1075,1,False
zai-org/GLM-5.1,LM,4763,3300,0.77164284,2.31492852,0.011314598962920001,1,../outputs/tools/text,text,1127,1,False
zai-org/GLM-5.1,LM,528,1556,0.77164284,2.31492852,0.00400945619664,1,../outputs/tools/text,text,1138,1,False
zai-org/GLM-5.1,LM,519,998,0.77164284,2.31492852,0.00271078129692,1,../outputs/tools/text,text,1141,1,False
zai-org/GLM-5.1,LM,498,9516,0.77164284,2.31492852,0.022413137930640002,1,../outputs/tools/text,text,1167,1,False
zai-org/GLM-5.1,LM,3242,3937,0.77164284,2.31492852,0.01161553967052,1,../outputs/tools/text,text,1169,1,False
zai-org/GLM-5.1,LM,1802,469,0.77164284,2.31492852,0.0024762018735600003,1,../outputs/tools/text,text,1205,1,False
zai-org/GLM-5.1,LM,3509,14237,0.77164284,2.31492852,0.0356653320648,1,../outputs/tools/text,text,1218,0,False
zai-org/GLM-5.1,LM,339,2119,0.77164284,2.31492852,0.0051669204566399994,1,../outputs/tools/text,text,1219,1,False
zai-org/GLM-5.1,LM,1587,1590,0.77164284,2.31492852,0.00490533353388,2,../outputs/tools/text,text,10,1,False
zai-org/GLM-5.1,LM,390,1008,0.77164284,2.31492852,0.0026343886557599998,2,../outputs/tools/text,text,11,1,False
zai-org/GLM-5.1,LM,1732,5968,0.77164284,2.31492852,0.01515197880624,2,../outputs/tools/text,text,19,1,False
zai-org/GLM-5.1,LM,3546,3655,0.77164284,2.31492852,0.01119730925124,2,../outputs/tools/text,text,21,1,False
zai-org/GLM-5.1,LM,344,153,0.77164284,2.31492852,0.00061962920052,2,../outputs/tools/text,text,23,1,False
zai-org/GLM-5.1,LM,403,560,0.77164284,2.31492852,0.00160733203572,2,../outputs/tools/text,text,25,1,False
zai-org/GLM-5.1,LM,368,1564,0.77164284,2.31492852,0.0039045127704,2,../outputs/tools/text,text,32,1,False
zai-org/GLM-5.1,LM,375,1892,0.77164284,2.31492852,0.00466921082484,2,../outputs/tools/text,text,33,0,False
zai-org/GLM-5.1,LM,370,506,0.77164284,2.31492852,0.0014568616819200001,2,../outputs/tools/text,text,34,1,False
zai-org/GLM-5.1,LM,319,116,0.77164284,2.31492852,0.00051468577428,2,../outputs/tools/text,text,35,1,False
zai-org/GLM-5.1,LM,344,823,0.77164284,2.31492852,0.0021706313089200004,2,../outputs/tools/text,text,39,0,False
zai-org/GLM-5.1,LM,12027,5861,0.77164284,2.31492852,0.0228483444924,2,../outputs/tools/text,text,41,0,False
zai-org/GLM-5.1,LM,2301,1221,0.77164284,2.31492852,0.0046020778977600004,2,../outputs/tools/text,text,42,1,False
zai-org/GLM-5.1,LM,5732,2506,0.77164284,2.31492852,0.01022426763,2,../outputs/tools/text,text,43,0,False
zai-org/GLM-5.1,LM,446,2355,0.77164284,2.31492852,0.00579580937124,2,../outputs/tools/text,text,44,1,False
zai-org/GLM-5.1,LM,381,458,0.77164284,2.31492852,0.0013542331842000001,2,../outputs/tools/text,text,46,1,False
zai-org/GLM-5.1,LM,2576,4113,0.77164284,2.31492852,0.011509052958599999,2,../outputs/tools/text,text,50,0,False
zai-org/GLM-5.1,LM,1513,169,0.77164284,2.31492852,0.0015587185368,2,../outputs/tools/text,text,51,1,False
zai-org/GLM-5.1,LM,1615,2337,0.77164284,2.31492852,0.00665619113784,2,../outputs/tools/text,text,52,1,False
zai-org/GLM-5.1,LM,337,363,0.77164284,2.31492852,0.00110036268984,2,../outputs/tools/text,text,55,1,False
zai-org/GLM-5.1,LM,1142,428,0.77164284,2.31492852,0.00187200552984,2,../outputs/tools/text,text,70,1,False
zai-org/GLM-5.1,LM,334,322,0.77164284,2.31492852,0.001003135692,2,../outputs/tools/text,text,74,1,False
zai-org/GLM-5.1,LM,418,262,0.77164284,2.31492852,0.00092905797936,2,../outputs/tools/text,text,78,1,False
zai-org/GLM-5.1,LM,325,454,0.77164284,2.31492852,0.0013017614710800001,2,../outputs/tools/text,text,81,0,False
zai-org/GLM-5.1,LM,711,381,0.77164284,2.31492852,0.0014306258253600002,2,../outputs/tools/text,text,82,1,False
zai-org/GLM-5.1,LM,1558,15987,0.77164284,2.31492852,0.03821098179396001,2,../outputs/tools/text,text,83,0,False
zai-org/GLM-5.1,LM,443,178,0.77164284,2.31492852,0.00075389505468,2,../outputs/tools/text,text,85,1,False
zai-org/GLM-5.1,LM,862,343,0.77164284,2.31492852,0.00145917661044,2,../outputs/tools/text,text,86,0,False
zai-org/GLM-5.1,LM,358,242,0.77164284,2.31492852,0.00083646083856,2,../outputs/tools/text,text,87,1,False
zai-org/GLM-5.1,LM,5480,2402,0.77164284,2.31492852,0.00978906106824,2,../outputs/tools/text,text,88,0,False
zai-org/GLM-5.1,LM,807,453,0.77164284,2.31492852,0.00167137839144,2,../outputs/tools/text,text,94,1,False
zai-org/GLM-5.1,LM,3298,4051,0.77164284,2.31492852,0.011922653520840001,2,../outputs/tools/text,text,95,1,False
zai-org/GLM-5.1,LM,329,188,0.77164284,2.31492852,0.00068907705612,2,../outputs/tools/text,text,99,1,False
zai-org/GLM-5.1,LM,401,795,0.77164284,2.31492852,0.00214979695224,2,../outputs/tools/text,text,101,0,False
zai-org/GLM-5.1,LM,1232,996,0.77164284,2.31492852,0.0032563327848,2,../outputs/tools/text,text,102,0,False
zai-org/GLM-5.1,LM,351,670,0.77164284,2.31492852,0.00182184874524,2,../outputs/tools/text,text,103,1,False
zai-org/GLM-5.1,LM,1365,1115,0.77164284,2.31492852,0.0036344377764,2,../outputs/tools/text,text,104,1,False
zai-org/GLM-5.1,LM,752,6852,0.77164284,2.31492852,0.01644216563472,2,../outputs/tools/text,text,105,1,False
zai-org/GLM-5.1,LM,2013,4842,0.77164284,2.31492852,0.01276220093076,2,../outputs/tools/text,text,107,0,False
zai-org/GLM-5.1,LM,18131,14899,0.77164284,2.31492852,0.048480776351520004,2,../outputs/tools/text,text,108,0,False
zai-org/GLM-5.1,LM,789,16312,0.77164284,2.31492852,0.038369940219,2,../outputs/tools/text,text,111,1,False
zai-org/GLM-5.1,LM,2490,13463,0.77164284,2.31492852,0.033087273336359996,2,../outputs/tools/text,text,116,0,False
zai-org/GLM-5.1,LM,8330,2876,0.77164284,2.31492852,0.01308551928072,2,../outputs/tools/text,text,118,1,False
zai-org/GLM-5.1,LM,920,324,0.77164284,2.31492852,0.00145994825328,2,../outputs/tools/text,text,119,1,False
zai-org/GLM-5.1,LM,755,511,0.77164284,2.31492852,0.00176551881792,2,../outputs/tools/text,text,121,1,False
zai-org/GLM-5.1,LM,327,216,0.77164284,2.31492852,0.0007523517690000001,2,../outputs/tools/text,text,125,1,False
zai-org/GLM-5.1,LM,789,756,0.77164284,2.31492852,0.00235891216188,2,../outputs/tools/text,text,126,1,False
zai-org/GLM-5.1,LM,360,1849,0.77164284,2.31492852,0.00455809425588,2,../outputs/tools/text,text,132,1,False
zai-org/GLM-5.1,LM,420,427,0.77164284,2.31492852,0.00131256447084,2,../outputs/tools/text,text,135,1,False
zai-org/GLM-5.1,LM,342,261,0.77164284,2.31492852,0.0008680981950000001,2,../outputs/tools/text,text,136,0,False
zai-org/GLM-5.1,LM,334,173,0.77164284,2.31492852,0.00065821134252,2,../outputs/tools/text,text,140,1,False
zai-org/GLM-5.1,LM,367,789,0.77164284,2.31492852,0.0021096715245600005,2,../outputs/tools/text,text,144,1,False
zai-org/GLM-5.1,LM,327,130,0.77164284,2.31492852,0.00055326791628,2,../outputs/tools/text,text,149,1,False
zai-org/GLM-5.1,LM,335,407,0.77164284,2.31492852,0.0012006762590399999,2,../outputs/tools/text,text,151,1,False
zai-org/GLM-5.1,LM,355,441,0.77164284,2.31492852,0.00129481668552,2,../outputs/tools/text,text,152,1,False
zai-org/GLM-5.1,LM,8203,15755,0.77164284,2.31492852,0.04280148504912,2,../outputs/tools/text,text,158,0,False
zai-org/GLM-5.1,LM,720,152,0.77164284,2.31492852,0.0009074519798400001,2,../outputs/tools/text,text,161,0,False
zai-org/GLM-5.1,LM,939,878,0.77164284,2.31492852,0.00275707986732,2,../outputs/tools/text,text,165,1,False
zai-org/GLM-5.1,LM,1417,999,0.77164284,2.31492852,0.0034060314957600002,2,../outputs/tools/text,text,166,1,False
zai-org/GLM-5.1,LM,361,2314,0.77164284,2.31492852,0.005635307660520001,2,../outputs/tools/text,text,168,1,False
zai-org/GLM-5.1,LM,326,409,0.77164284,2.31492852,0.00119836133052,2,../outputs/tools/text,text,170,1,False
zai-org/GLM-5.1,LM,351,259,0.77164284,2.31492852,0.00087041312352,2,../outputs/tools/text,text,171,1,False
zai-org/GLM-5.1,LM,327,940,0.77164284,2.31492852,0.00242836001748,2,../outputs/tools/text,text,172,1,False
zai-org/GLM-5.1,LM,7603,7106,0.77164284,2.31492852,0.02231668257564,2,../outputs/tools/text,text,173,1,False
zai-org/GLM-5.1,LM,330,903,0.77164284,2.31492852,0.0023450225907600004,2,../outputs/tools/text,text,181,1,False
zai-org/GLM-5.1,LM,5912,4742,0.77164284,2.31492852,0.01553934351192,2,../outputs/tools/text,text,182,1,False
zai-org/GLM-5.1,LM,4226,1263,0.77164284,2.31492852,0.0061847173626000005,2,../outputs/tools/text,text,183,1,False
zai-org/GLM-5.1,LM,508,2852,0.77164284,2.31492852,0.00699417070176,2,../outputs/tools/text,text,185,1,False
zai-org/GLM-5.1,LM,418,14047,0.77164284,2.31492852,0.032840347627559996,2,../outputs/tools/text,text,186,0,False
zai-org/GLM-5.1,LM,835,207,0.77164284,2.31492852,0.00112351197504,2,../outputs/tools/text,text,193,1,False
zai-org/GLM-5.1,LM,326,184,0.77164284,2.31492852,0.00067750241352,2,../outputs/tools/text,text,195,1,False
zai-org/GLM-5.1,LM,347,210,0.77164284,2.31492852,0.0007538950546800001,2,../outputs/tools/text,text,196,1,False
zai-org/GLM-5.1,LM,347,17812,0.77164284,2.31492852,0.04150126686371999,2,../outputs/tools/text,text,198,0,False
zai-org/GLM-5.1,LM,343,3371,0.77164284,2.31492852,0.00806829753504,2,../outputs/tools/text,text,199,0,False
zai-org/GLM-5.1,LM,331,1799,0.77164284,2.31492852,0.004419970187520001,2,../outputs/tools/text,text,200,1,False
zai-org/GLM-5.1,LM,654,546,0.77164284,2.31492852,0.00176860538928,2,../outputs/tools/text,text,201,1,False
zai-org/GLM-5.1,LM,332,114,0.77164284,2.31492852,0.0005200872741600001,2,../outputs/tools/text,text,206,1,False
zai-org/GLM-5.1,LM,341,223,0.77164284,2.31492852,0.0007793592684,2,../outputs/tools/text,text,208,1,False
zai-org/GLM-5.1,LM,3611,2493,0.77164284,2.31492852,0.008557519095600001,2,../outputs/tools/text,text,214,0,False
zai-org/GLM-5.1,LM,9901,11066,0.77164284,2.31492852,0.03325703476116,2,../outputs/tools/text,text,215,0,False
zai-org/GLM-5.1,LM,2185,5691,0.77164284,2.31492852,0.01486029781272,2,../outputs/tools/text,text,216,1,False
zai-org/GLM-5.1,LM,338,397,0.77164284,2.31492852,0.00117984190236,2,../outputs/tools/text,text,217,1,False
zai-org/GLM-5.1,LM,370,1896,0.77164284,2.31492852,0.004674612324719999,2,../outputs/tools/text,text,220,1,False
zai-org/GLM-5.1,LM,335,897,0.77164284,2.31492852,0.00233499123384,2,../outputs/tools/text,text,222,1,False
zai-org/GLM-5.1,LM,377,1161,0.77164284,2.31492852,0.0029785413624,2,../outputs/tools/text,text,223,1,False
zai-org/GLM-5.1,LM,327,167,0.77164284,2.31492852,0.00063892027152,2,../outputs/tools/text,text,233,1,False
zai-org/GLM-5.1,LM,361,150,0.77164284,2.31492852,0.0006258023432400001,2,../outputs/tools/text,text,234,0,False
zai-org/GLM-5.1,LM,321,793,0.77164284,2.31492852,0.002083435668,2,../outputs/tools/text,text,235,1,False
zai-org/GLM-5.1,LM,360,498,0.77164284,2.31492852,0.0014306258253600002,2,../outputs/tools/text,text,241,1,False
zai-org/GLM-5.1,LM,1444,1751,0.77164284,2.31492852,0.00516769209948,2,../outputs/tools/text,text,242,1,False
zai-org/GLM-5.1,LM,407,979,0.77164284,2.31492852,0.0025803736569600002,2,../outputs/tools/text,text,245,1,False
zai-org/GLM-5.1,LM,321,32,0.77164284,2.31492852,0.00032177506428000005,2,../outputs/tools/text,text,247,1,False
zai-org/GLM-5.1,LM,392,5654,0.77164284,2.31492852,0.013391089845360001,2,../outputs/tools/text,text,251,1,False
zai-org/GLM-5.1,LM,343,535,0.77164284,2.31492852,0.0015031602523199999,2,../outputs/tools/text,text,253,1,False
zai-org/GLM-5.1,LM,450,2364,0.77164284,2.31492852,0.0058197302992800005,2,../outputs/tools/text,text,257,1,False
zai-org/GLM-5.1,LM,397,536,0.77164284,2.31492852,0.0015471438942000002,2,../outputs/tools/text,text,258,0,False
zai-org/GLM-5.1,LM,365,2152,0.77164284,2.31492852,0.005263375811640001,2,../outputs/tools/text,text,260,1,False
zai-org/GLM-5.1,LM,958,1919,0.77164284,2.31492852,0.0051815816706,2,../outputs/tools/text,text,268,0,False
zai-org/GLM-5.1,LM,335,1106,0.77164284,2.31492852,0.00281881129452,2,../outputs/tools/text,text,274,1,False
zai-org/GLM-5.1,LM,326,133,0.77164284,2.31492852,0.000559441059,2,../outputs/tools/text,text,1075,1,False
zai-org/GLM-5.1,LM,12461,4382,0.77164284,2.31492852,0.01975945820388,2,../outputs/tools/text,text,1127,1,False
zai-org/GLM-5.1,LM,528,2707,0.77164284,2.31492852,0.00667393892316,2,../outputs/tools/text,text,1138,1,False
zai-org/GLM-5.1,LM,519,1289,0.77164284,2.31492852,0.00338442549624,2,../outputs/tools/text,text,1141,1,False
zai-org/GLM-5.1,LM,498,7379,0.77164284,2.31492852,0.0174661356834,2,../outputs/tools/text,text,1167,0,False
zai-org/GLM-5.1,LM,2227,1105,0.77164284,2.31492852,0.00427644461928,2,../outputs/tools/text,text,1169,1,False
zai-org/GLM-5.1,LM,1678,416,0.77164284,2.31492852,0.0022578269498400006,2,../outputs/tools/text,text,1205,1,False
zai-org/GLM-5.1,LM,369,849,0.77164284,2.31492852,0.00225011052144,2,../outputs/tools/text,text,1218,0,False
zai-org/GLM-5.1,LM,339,2194,0.77164284,2.31492852,0.00534054009564,2,../outputs/tools/text,text,1219,1,False
zai-org/GLM-5.2,LM,1576,1380,0.69,2.07,0.00394404,1,../outputs/tools/text,text,10,1,False
zai-org/GLM-5.2,LM,2861,2479,0.69,2.07,0.00710562,1,../outputs/tools/text,text,11,1,False
zai-org/GLM-5.2,LM,24673,8115,0.69,2.07,0.03382242,1,../outputs/tools/text,text,19,1,False
zai-org/GLM-5.2,LM,7783,4543,0.69,2.07,0.014774279999999999,1,../outputs/tools/text,text,21,1,False
zai-org/GLM-5.2,LM,351,311,0.69,2.07,0.0008859599999999999,1,../outputs/tools/text,text,23,1,False
zai-org/GLM-5.2,LM,410,927,0.69,2.07,0.00220179,1,../outputs/tools/text,text,25,1,False
zai-org/GLM-5.2,LM,375,809,0.69,2.07,0.00193338,1,../outputs/tools/text,text,32,1,False
zai-org/GLM-5.2,LM,382,2071,0.69,2.07,0.0045505499999999996,1,../outputs/tools/text,text,33,0,False
zai-org/GLM-5.2,LM,377,999,0.69,2.07,0.00232806,1,../outputs/tools/text,text,34,1,False
zai-org/GLM-5.2,LM,800,223,0.69,2.07,0.0010136099999999999,1,../outputs/tools/text,text,35,1,False
zai-org/GLM-5.2,LM,3330,2977,0.69,2.07,0.00846009,1,../outputs/tools/text,text,39,1,False
